id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,clm,numclaims
475,1.64,0.928748817,SEDAN,3,M,A,5,0,0
476,1.67,0.3204983,SEDAN,3,M,A,3,0,0
477,2.96,0.159736711,STNWG,1,M,A,4,0,0
478,2.06,0.194010697,HBACK,1,F,A,5,0,0
479,0.66,0.389477634,HBACK,4,F,A,3,0,0
480,2.05,0.305994525,HBACK,1,F,A,5,0,0
481,4.21,0.571809549,STNWG,1,M,A,5,0,0
482,4.19,0.949441494,STNWG,3,M,A,5,0,0
483,2.12,0.086888088,SEDAN,2,F,A,2,0,0
484,1.57,0.443252523,SEDAN,2,M,A,3,0,0
485,1.85,0.655578968,HBACK,2,F,A,2,0,0
486,1.23,0.274376747,HBACK,1,F,A,1,0,0
487,1.11,0.494697556,STNWG,4,F,A,4,0,0
488,2.11,0.309879848,HBACK,1,F,A,4,0,0
489,2.54,0.924746842,STNWG,3,M,A,6,0,0
490,1.34,0.266799632,STNWG,4,F,A,3,0,0
491,4.36,0.569450038,STNWG,1,M,A,6,0,0
492,1.53,0.327321242,STNWG,3,M,A,4,0,0
493,2.7,0.573170674,HDTOP,1,F,A,2,0,0
494,0.56,0.046681972,HBACK,4,F,A,3,0,0
495,4.21,0.672059862,SEDAN,3,F,A,5,0,0
496,5.73,0.946587101,STNWG,1,M,A,4,0,0
497,3.31,0.629813998,STNWG,1,F,A,5,0,0
498,2.21,0.381763315,HBACK,1,F,A,1,0,0
499,0.73,0.915032876,HBACK,3,M,A,4,0,0
500,0.66,0.429232333,PANVN,4,M,A,1,0,0
501,0.75,0.600583591,HBACK,4,F,A,1,0,0
502,4.88,0.752310405,STNWG,1,F,A,3,0,0
503,1.95,0.689166699,HBACK,2,F,A,2,0,0
504,1.77,0.691778922,SEDAN,2,M,A,6,0,0
505,4.15,0.367061883,STNWG,3,M,A,3,0,0
506,2.11,0.803525071,SEDAN,2,F,A,4,0,0
507,1.79,0.422080207,SEDAN,2,F,A,5,0,0
508,1.27,0.302079019,SEDAN,3,F,A,4,0,0
509,3.39,0.719290818,STNWG,1,M,A,5,0,0
510,1.51,0.869590393,UTE,3,F,A,5,0,0
511,1.22,0.850118742,SEDAN,3,F,A,2,0,0
512,0.91,0.692525036,HBACK,3,F,A,4,0,0
513,4.72,0.54822472,UTE,1,F,A,3,0,0
514,5.97,0.103462432,STNWG,1,M,A,3,0,0
515,1.56,0.698173716,SEDAN,3,M,A,6,0,0
516,1.91,0.432034511,SEDAN,2,F,A,3,0,0
517,1.43,0.999342966,STNWG,4,M,A,5,0,0
518,1.65,0.093431772,STNWG,4,M,A,6,0,0
519,1.28,0.265163571,HBACK,3,F,A,2,0,0
520,0.83,0.970707908,SEDAN,4,F,A,3,0,0
521,4.08,0.983723487,STNWG,2,M,A,3,0,0
522,1.52,0.843422493,SEDAN,3,F,A,3,0,0
523,0.46,0.97060572,STNWG,4,F,A,5,0,0
524,1.69,0.481290979,SEDAN,1,F,A,5,0,0
525,0.77,0.518137498,SEDAN,4,M,A,3,0,0
526,3.4,0.383871527,UTE,1,M,A,4,0,0
527,1,0.965730653,HBACK,3,F,A,4,0,0
528,2.59,0.689554812,HBACK,2,F,A,2,0,0
529,1.28,0.256046081,STNWG,4,F,A,4,0,0
530,1.52,0.9675848,PANVN,3,M,A,4,0,0
531,2.25,0.999353963,SEDAN,1,M,A,5,0,0
532,2.39,0.782270192,SEDAN,2,M,A,4,0,0
533,2.19,0.619355289,SEDAN,1,F,A,6,0,0
534,1.31,0.604021774,HBACK,3,F,A,2,0,0
535,1.21,0.449591833,HBACK,2,F,A,4,0,0
536,0.28,0.684542017,UTE,4,M,A,1,0,0
537,0.55,0.693326858,HBACK,4,F,A,2,0,0
538,1.97,0.687643034,HBACK,2,F,A,4,0,0
539,1.11,0.629224369,UTE,4,F,A,1,0,0
540,1.2,0.880264798,SEDAN,4,F,A,5,0,0
541,1.6,0.441547461,STNWG,3,F,A,1,0,0
542,1.64,0.991425067,SEDAN,3,F,A,4,0,0
543,0.82,0.369775051,HBACK,3,F,A,3,0,0
544,0.56,0.996781397,HBACK,4,M,A,6,0,0
545,1.36,0.320077626,HBACK,1,F,A,3,0,0
546,1.62,0.619208615,HBACK,1,M,A,1,0,0
547,0.83,0.686094176,HBACK,4,M,A,6,0,0
548,1.93,0.048747086,HBACK,2,F,A,5,0,0
549,2.14,0.25093392,SEDAN,3,F,A,4,0,0
550,0.9,0.687797314,SEDAN,4,F,A,2,0,0
551,1.95,0.739306776,HBACK,2,F,A,5,0,0
552,0.52,0.929351,HBACK,4,F,A,4,0,0
553,0.53,0.6078865,HBACK,4,F,A,4,0,0
554,0.58,0.074164404,COUPE,4,M,A,3,0,0
555,0.46,0.986169443,SEDAN,4,F,A,3,0,0
556,2.14,0.964991302,UTE,3,M,A,2,0,0
557,1.69,0.311981985,SEDAN,2,F,A,3,0,0
558,4.16,0.707177451,UTE,1,F,A,2,0,0
559,1.58,0.303222959,SEDAN,3,F,A,1,0,0
560,5.02,0.285462846,STNWG,1,M,A,5,0,0
561,0.76,0.056647369,HBACK,4,F,A,4,0,0
562,2.17,0.321385167,UTE,2,M,A,1,0,0
563,0.49,0.991488263,STNWG,4,M,A,3,0,0
564,1.42,0.154221629,HBACK,1,M,A,3,0,0
565,3.43,0.038344791,STNWG,1,M,A,4,0,0
566,1.29,0.999342591,HBACK,2,F,A,6,0,0
567,0.39,0.322357829,SEDAN,4,F,A,4,0,0
568,0.64,0.638131265,HBACK,4,M,A,3,0,0
569,1.85,0.062066642,HBACK,2,M,A,3,0,0
570,5.18,0.444202838,STNWG,1,M,A,3,0,0
571,0.63,0.104343109,SEDAN,4,M,A,4,0,0
572,2.92,0.669613707,STNWG,1,F,A,3,0,0
573,3.05,0.15630929,STNWG,3,M,A,5,0,0
574,1.19,0.066249735,SEDAN,3,M,A,6,0,0
575,3.3,0.23695755,STNWG,1,F,A,4,0,0
576,0.72,0.236233428,SEDAN,4,F,A,3,0,0
577,1.45,0.453914737,STNWG,4,M,A,4,0,0
578,1.6,0.138589042,STNWG,3,M,A,6,0,0
579,3.13,0.135475,STNWG,1,F,A,5,0,0
580,3.69,0.08662794,STNWG,2,F,A,2,0,0
581,0.47,0.819404405,SEDAN,4,M,A,6,0,0
582,1.48,0.976167618,SEDAN,3,F,A,1,0,0
583,1.96,0.975725468,HBACK,2,F,A,4,0,0
584,2.41,0.999351632,STNWG,4,M,A,6,0,0
585,2.88,0.218825094,STNWG,3,F,A,3,0,0
586,1.86,0.047261076,PANVN,1,M,A,1,0,0
587,1.26,0.090824475,HBACK,3,F,A,2,0,0
588,1.69,0.146693202,STNWG,3,F,A,1,0,0
589,2.55,0.900147296,SEDAN,1,F,A,2,0,0
590,0.99,0.412519905,SEDAN,3,M,A,4,0,0
591,4.75,0.145416056,STNWG,1,F,A,2,0,0
592,2.13,0.27555251,HBACK,2,F,A,6,0,0
593,0.38,0.820431647,SEDAN,4,F,A,3,0,0
594,1.58,0.672888175,SEDAN,3,F,A,2,0,0
595,0.98,0.817052852,SEDAN,4,F,A,3,0,0
596,0.85,0.336910428,SEDAN,4,F,A,2,0,0
597,1.46,0.268224497,STNWG,4,M,A,3,0,0
598,0.85,0.640122561,HBACK,3,F,A,1,0,0
599,1.39,0.399763624,SEDAN,3,M,A,3,0,0
600,0.75,0.725404165,SEDAN,4,F,A,4,0,0
601,1.45,0.146380671,HBACK,3,F,A,1,0,0
602,2.48,0.893897432,SEDAN,1,M,A,4,0,0
603,1.21,0.403382758,HBACK,2,M,A,4,0,0
604,0.72,0.049838274,STNWG,4,F,A,2,0,0
605,1.23,0.671628056,MIBUS,4,F,A,4,0,0
606,1.99,0.634256529,STNWG,3,F,A,4,0,0
607,1.19,0.307453948,SEDAN,3,F,A,5,0,0
608,0.67,0.266568386,HBACK,4,F,A,2,0,0
609,1.81,0.317330128,SEDAN,3,F,A,5,0,0
610,1.81,0.389024598,HBACK,2,F,A,1,0,0
611,0.4,0.968230423,STNWG,4,F,A,2,0,0
612,5.57,0.939645591,STNWG,1,M,A,4,0,0
613,3.29,0.652033803,STNWG,3,M,A,2,0,0
614,2.42,0.330165624,STNWG,4,M,A,5,0,0
615,0.37,0.157720309,SEDAN,4,F,A,2,0,0
616,2.83,0.70609666,STNWG,1,F,A,3,0,0
617,2.65,0.295416377,SEDAN,2,M,A,1,0,0
618,2.39,0.424008365,HBACK,1,M,A,2,0,0
619,0.86,0.677935336,HBACK,3,M,A,2,0,0
620,1.31,0.406641303,SEDAN,3,F,A,2,0,0
621,1.11,0.074336973,SEDAN,3,F,A,5,0,0
622,1.92,0.709608572,HBACK,2,F,A,6,0,0
623,2.52,0.66095897,SEDAN,1,F,A,2,0,0
624,0.89,0.083581944,SEDAN,4,F,A,3,0,0
625,1.35,0.446105364,STNWG,4,M,A,6,0,0
626,2.04,0.965375283,HBACK,1,M,A,4,0,0
627,2.5,0.713469148,STNWG,2,F,A,4,0,0
628,1.86,0.999358266,SEDAN,2,M,A,4,0,0
629,4.67,0.43943336,STNWG,1,M,A,3,0,0
630,0.55,0.678195293,HBACK,4,F,A,6,0,0
631,1.14,0.33040459,TRUCK,4,M,A,5,0,0
632,1.2,0.366708906,HBACK,2,F,A,4,0,0
633,2.3,0.607802342,SEDAN,1,M,A,5,0,0
634,0.46,0.325686523,HBACK,4,F,A,4,0,0
635,4.57,0.636771993,STNWG,2,F,A,3,0,0
636,0.83,0.954953776,STNWG,4,M,A,5,0,0
637,1.73,0.717650209,HBACK,3,F,A,3,0,0
638,0.68,0.653473094,SEDAN,4,M,A,3,0,0
639,1.53,0.729150022,SEDAN,3,F,A,4,0,0
640,1.14,0.464034388,PANVN,4,M,A,4,0,0
641,0.51,0.983851778,HBACK,4,M,A,6,0,0
642,1.28,0.739809103,HBACK,2,F,A,5,0,0
643,2.32,0.989054876,HBACK,2,F,A,6,0,0
644,1.46,0.289344728,HBACK,3,F,A,3,0,0
645,1.8,0.617934922,SEDAN,2,M,A,4,0,0
646,0.42,0.986230738,HBACK,4,F,A,3,0,0
647,1.64,0.983810004,HBACK,3,M,A,5,0,0
648,0.76,0.25870309,HBACK,4,F,A,5,0,0
649,1.23,0.065295012,HBACK,2,M,A,2,0,0
650,2.3,0.461885916,HDTOP,3,M,A,5,0,0
651,0.73,0.989073668,HBACK,4,F,A,5,0,0
652,6.59,0.281941087,STNWG,1,M,A,1,0,0
653,0.96,0.381934957,UTE,4,M,A,2,0,0
654,0.95,0.342160117,SEDAN,3,F,A,3,0,0
655,2.66,0.268979221,SEDAN,1,M,A,5,0,0
656,1.52,0.297887453,HBACK,1,F,A,4,0,0
657,3.15,0.091074531,STNWG,3,M,A,3,0,0
658,3.71,0.292159027,TRUCK,2,M,A,1,0,0
659,0.72,0.2551272,HBACK,3,M,A,4,0,0
660,1.37,0.214005339,UTE,4,M,A,4,0,0
661,1.18,0.172924882,HBACK,2,F,A,1,0,0
662,0.92,0.988808544,HBACK,4,F,A,5,0,0
663,1.17,0.746493499,COUPE,4,M,A,1,0,0
664,1.5,0.308220382,HBACK,1,F,A,1,0,0
665,1.39,0.782684048,HBACK,2,M,A,4,0,0
666,3.15,0.24376809,STNWG,3,F,A,4,0,0
667,0.7,0.312764436,STNWG,4,M,A,3,0,0
668,1.34,0.806116391,HBACK,2,F,A,4,0,0
669,1.71,0.632268471,SEDAN,2,F,A,5,0,0
670,5.46,0.076566519,STNWG,1,M,A,5,0,0
671,2.33,0.426605606,SEDAN,2,F,A,6,0,0
672,1.79,0.263781111,SEDAN,2,F,A,2,0,0
673,0.71,0.719286415,HBACK,4,F,A,3,0,0
674,0.76,0.671652535,SEDAN,4,M,A,4,0,0
675,1.08,0.183686401,HBACK,2,F,A,5,0,0
676,2.16,0.123786511,MIBUS,3,F,A,4,0,0
677,0.99,0.676577298,SEDAN,3,F,A,4,0,0
678,1.17,0.653550277,HBACK,3,M,A,6,0,0
679,0.89,0.680561903,SEDAN,3,M,A,3,0,0
680,2.42,0.665166671,SEDAN,2,M,A,5,0,0
681,1.02,0.93689685,UTE,4,M,A,4,0,0
682,1.08,0.999349718,HBACK,4,F,A,2,0,0
683,1.85,0.356822427,HBACK,3,F,A,3,0,0
684,2.08,0.367161883,HBACK,1,F,A,5,0,0
685,0.29,0.950461612,HBACK,4,F,A,5,0,0
686,2.78,0.068528531,STNWG,3,M,A,2,0,0
687,1.89,0.186119538,HBACK,2,F,A,2,0,0
688,4.49,0.946791954,STNWG,2,M,A,5,0,0
689,0.76,0.289812547,SEDAN,4,M,A,6,0,0
690,0.83,0.999354452,SEDAN,4,M,A,6,0,0
691,2.24,0.598764033,HBACK,1,F,A,3,0,0
692,1.45,0.210578975,STNWG,4,F,A,2,0,0
693,0.99,0.264937502,HBACK,3,F,A,5,0,0
694,0.68,0.999343334,SEDAN,4,F,A,3,0,0
695,1.43,0.107706393,HBACK,1,F,A,2,0,0
696,1.38,0.58710273,SEDAN,3,F,A,3,0,0
697,2.03,0.952993339,HBACK,2,F,A,3,0,0
698,3.44,0.088728798,SEDAN,1,F,A,4,0,0
699,1.84,0.41597977,TRUCK,3,M,A,4,0,0
700,1.12,0.736295151,SEDAN,3,F,A,6,0,0
701,1.2,0.325083012,UTE,4,M,A,2,0,0
702,1.97,0.766905463,SEDAN,3,F,A,5,0,0
703,1.3,0.598000475,HBACK,2,M,A,3,0,0
704,2.01,0.671954034,STNWG,3,M,A,6,0,0
705,1.13,0.459599597,STNWG,3,F,A,3,0,0
706,0.93,0.996750003,SEDAN,3,M,A,3,0,0
707,4.1,0.58596067,STNWG,2,M,A,5,0,0
708,10.6,0.072530539,CONVT,1,F,A,3,0,0
709,1.81,0.944104574,MIBUS,4,F,A,4,0,0
710,1.2,0.731076304,HBACK,3,F,A,4,0,0
711,2.58,0.701793386,SEDAN,1,M,A,5,0,0
712,0.93,0.281540925,HBACK,3,F,A,4,0,0
713,3.29,0.623750474,SEDAN,1,F,A,5,0,0
714,1.38,0.949059531,STNWG,4,F,A,1,0,0
715,1.35,0.398195923,SEDAN,3,F,A,4,0,0
716,1.54,0.642130805,SEDAN,3,F,A,3,0,0
717,1.95,0.949925495,HBACK,2,M,A,2,0,0
718,1.18,0.256025596,SEDAN,3,M,A,6,0,0
719,2.04,0.249289756,SEDAN,1,M,A,6,0,0
720,3.21,0.362865087,STNWG,3,F,A,3,0,0
721,0.82,0.26061542,HBACK,3,F,A,6,0,0
722,1.27,0.895374343,HBACK,1,F,A,4,0,0
723,0.6,0.592592726,HBACK,4,F,A,5,0,0
724,2.38,0.941729055,SEDAN,3,F,A,5,0,0
725,2.66,0.244741184,SEDAN,3,F,A,4,0,0
726,5.64,0.728340688,COUPE,1,M,A,5,0,0
727,2.23,0.718670113,HDTOP,3,F,A,4,0,0
728,1.46,0.124549616,MIBUS,4,F,A,3,0,0
729,5.31,0.87401175,STNWG,1,M,A,3,0,0
730,1.98,0.800982642,SEDAN,1,F,A,5,0,0
731,0.45,0.999356598,SEDAN,4,M,A,2,0,0
732,1.23,0.942246946,HDTOP,4,M,A,5,0,0
733,2.11,0.949439679,HBACK,2,F,A,1,0,0
734,3.96,0.729448044,STNWG,2,F,A,3,0,0
735,0.55,0.393039307,HBACK,4,F,A,3,0,0
736,1.89,0.282730851,SEDAN,2,M,A,4,0,0
737,1.35,0.407663458,SEDAN,3,M,A,1,0,0
738,1.45,0.999347548,HBACK,2,M,A,3,0,0
739,6.77,0.657439815,STNWG,2,M,A,3,0,0
740,0.87,0.731484537,HBACK,3,M,A,5,0,0
741,1.67,0.064347681,HBACK,1,F,A,4,0,0
742,1.27,0.57908153,SEDAN,3,M,A,4,0,0
743,3.15,0.467769582,HBACK,3,M,A,2,0,0
744,0.74,0.936553139,HBACK,4,F,A,4,0,0
745,2.01,0.24248783,HBACK,1,M,A,4,0,0
746,1.58,0.831662376,SEDAN,3,M,A,3,0,0
747,0.92,0.586980208,HBACK,3,F,A,1,0,0
748,5.89,0.227462429,STNWG,1,M,A,5,0,0
749,1.56,0.255786739,PANVN,3,F,A,4,0,0
750,1.21,0.373394893,HBACK,2,F,A,1,0,0
751,35.38,0.819368718,CONVT,1,M,A,3,0,0
752,1.56,0.834438973,HBACK,1,F,A,4,0,0
753,0.95,0.487559863,HBACK,3,F,A,3,0,0
754,0.4,0.411260654,SEDAN,4,M,A,6,0,0
755,0.84,0.646952029,SEDAN,4,F,A,3,0,0
756,1.59,0.334042073,HBACK,1,F,A,3,0,0
757,1.88,0.937752108,HBACK,2,F,A,5,0,0
758,1.31,0.999344963,HBACK,2,M,A,4,0,0
759,1.63,0.706236063,STNWG,4,F,A,3,0,0
760,4.35,0.073577068,STNWG,2,F,A,3,0,0
761,1.88,0.173636389,SEDAN,2,F,A,1,0,0
762,1.01,0.055444049,SEDAN,3,M,A,5,0,0
763,1.12,0.941630155,HBACK,4,M,A,2,0,0
764,1.65,0.097408475,SEDAN,3,M,A,5,0,0
765,1.76,0.213557194,SEDAN,3,F,A,5,0,0
766,5.44,0.465787176,STNWG,2,M,A,3,0,0
767,4.15,0.377789292,STNWG,3,M,A,3,0,0
768,0.78,0.250722463,SEDAN,4,M,A,4,0,0
769,0.51,0.981064223,SEDAN,4,M,A,2,0,0
770,0.61,0.06845739,COUPE,4,F,A,5,0,0
771,2.36,0.268184664,HDTOP,2,F,A,1,0,0
772,2.92,0.583741981,STNWG,1,F,A,3,0,0
773,1.57,0.654297694,HBACK,1,F,A,2,0,0
774,1.12,0.054408478,STNWG,4,M,A,2,0,0
775,1,0.060468378,SEDAN,3,F,A,5,0,0
776,1.3,0.66328988,STNWG,3,M,A,6,0,0
777,1.61,0.132710891,SEDAN,3,F,A,4,0,0
778,2.69,0.766863883,STNWG,2,M,A,5,0,0
779,0.97,0.199779786,SEDAN,3,F,A,1,0,0
780,1.94,0.555699172,UTE,3,M,A,2,0,0
781,1.28,0.117984708,HBACK,3,M,A,2,0,0
782,1.96,0.880733505,HBACK,1,M,A,3,0,0
783,1.11,0.703075459,SEDAN,4,F,A,3,0,0
784,0.9,0.379845769,HBACK,3,F,A,4,0,0
785,0.93,0.460657118,SEDAN,3,M,A,5,0,0
786,3.74,0.336496517,UTE,1,F,A,4,0,0
787,1.76,0.35295563,SEDAN,2,M,A,4,0,0
788,1.15,0.940252018,SEDAN,3,F,A,2,0,0
789,1.68,0.245128424,HBACK,2,F,A,6,0,0
790,1.13,0.263929631,HBACK,3,F,A,3,0,0
791,1.5,0.464563083,SEDAN,3,F,A,3,0,0
792,4.78,0.596423951,STNWG,2,M,A,5,0,0
793,2.82,0.0641341,HBACK,1,M,A,4,0,0
794,1.63,0.6974307,HDTOP,4,M,A,1,0,0
795,1.32,0.714210356,SEDAN,2,F,A,1,0,0
796,0.53,0.640547947,HBACK,4,F,A,4,0,0
797,1.6,0.986392568,HBACK,1,F,A,6,0,0
798,1.47,0.308156379,STNWG,2,F,A,4,0,0
799,0.73,0.643339567,SEDAN,4,F,A,3,0,0
800,2.17,0.128064075,SEDAN,1,F,A,4,0,0
801,1.3,0.075969796,HBACK,3,M,A,6,0,0
802,1.17,0.35955489,HBACK,2,F,A,4,0,0
803,1.35,0.877565229,SEDAN,4,F,A,4,0,0
804,1.79,0.360755841,SEDAN,2,F,A,3,0,0
805,3.26,0.380125721,STNWG,3,F,A,3,0,0
806,0.97,0.734659302,SEDAN,3,M,A,5,0,0
807,0.7,0.099712293,STNWG,4,F,A,2,0,0
808,3.9,0.406173824,STNWG,2,M,A,3,0,0
809,1.56,0.295352212,HBACK,1,F,A,3,0,0
810,0.72,0.271024094,SEDAN,4,M,A,6,0,0
811,2.02,0.58781059,SEDAN,3,F,A,3,0,0
812,1.05,0.1064063,SEDAN,4,F,A,1,0,0
813,1.26,0.459233734,SEDAN,3,F,A,2,0,0
814,1.3,0.673488089,UTE,4,M,A,4,0,0
815,2.13,0.928244845,SEDAN,1,M,A,6,0,0
816,0.86,0.583717622,SEDAN,3,F,A,4,0,0
817,3.43,0.573423902,STNWG,1,F,A,2,0,0
818,0.49,0.37117324,STNWG,4,M,A,1,0,0
819,2.02,0.126302831,HDTOP,4,M,A,2,0,0
820,1.4,0.419714485,HBACK,1,F,A,1,0,0
821,1.21,0.306118813,PANVN,3,M,A,3,0,0
822,1.99,0.699147218,STNWG,3,F,A,6,0,0
823,0.73,0.159923308,HBACK,4,F,A,2,0,0
824,2.89,0.929327735,STNWG,2,M,A,5,0,0
825,0.87,0.064078079,HBACK,3,F,A,2,0,0
826,0.96,0.346383547,SEDAN,4,M,A,4,0,0
827,1.88,0.697981214,UTE,2,M,A,5,0,0
828,3.93,0.285745147,UTE,1,F,A,1,0,0
829,1.21,0.734890147,SEDAN,3,M,A,1,0,0
830,1.6,0.161504567,SEDAN,4,M,A,6,0,0
831,1.14,0.366475066,STNWG,4,F,A,3,0,0
832,4.83,0.581410359,STNWG,1,M,A,1,0,0
833,1.87,0.474717174,SEDAN,1,F,A,2,0,0
834,3.37,0.925816979,STNWG,1,M,A,2,0,0
835,0.32,0.975493584,SEDAN,4,M,A,5,0,0
836,1.86,0.635120277,STNWG,3,M,A,4,0,0
837,0.6,0.284121187,STNWG,4,M,A,1,0,0
838,1.36,0.092293353,TRUCK,2,F,A,3,0,0
839,1.86,0.273810253,SEDAN,1,F,A,2,0,0
840,1,0.277762743,HBACK,4,F,A,5,0,0
841,1.42,0.431956734,HBACK,1,F,A,4,0,0
842,1.86,0.469106011,STNWG,4,F,A,1,0,0
843,2.28,0.282169793,SEDAN,2,M,A,4,0,0
844,0.79,0.266783897,SEDAN,4,F,A,3,0,0
845,1.89,0.662879043,HBACK,2,F,A,3,0,0
846,1.13,0.334658301,HBACK,3,M,A,4,0,0
847,0.52,0.419964315,HBACK,4,M,A,1,0,0
848,1.35,0.658913296,SEDAN,3,F,A,2,0,0
849,1.41,0.652844402,STNWG,3,M,A,5,0,0
850,1.96,0.355590548,STNWG,4,F,A,2,0,0
851,0.45,0.326279965,UTE,4,M,A,4,0,0
852,2.97,0.928569596,STNWG,3,M,A,5,0,0
853,2.68,0.716233431,STNWG,3,F,A,3,0,0
854,1.72,0.472534287,SEDAN,2,F,A,6,0,0
855,2.22,0.637835595,STNWG,4,M,A,3,0,0
856,2.28,0.355915569,HBACK,1,F,A,5,0,0
857,1.44,0.625237691,HBACK,1,F,A,3,0,0
858,3.87,0.932296164,STNWG,3,F,A,1,0,0
859,1.76,0.728405387,SEDAN,2,F,A,3,0,0
860,1.27,0.999350199,HDTOP,4,M,A,2,0,0
861,1.78,0.999347328,STNWG,4,M,A,4,0,0
862,1.14,0.410048802,SEDAN,3,M,A,4,0,0
863,2.76,0.267351505,HBACK,1,F,A,3,0,0
864,0.76,0.480073365,HBACK,3,F,A,1,0,0
865,0.49,0.199535004,SEDAN,4,F,A,6,0,0
866,0.89,0.607396938,HBACK,4,M,A,3,0,0
867,1.47,0.154122235,HBACK,1,F,A,5,0,0
868,1.91,0.97341268,STNWG,3,M,A,3,0,0
869,1.23,0.207937313,COUPE,4,F,A,1,0,0
870,1.77,0.074014066,HDTOP,4,M,A,4,0,0
871,1.14,0.443093805,HBACK,3,F,A,1,0,0
872,2.1,0.327496469,STNWG,2,F,A,3,0,0
873,3.17,0.92668789,STNWG,2,F,A,2,0,0
874,2.33,0.33812534,SEDAN,1,M,A,5,0,0
875,1.38,0.994225771,HBACK,3,F,A,3,0,0
876,1.79,0.231499162,HBACK,2,M,A,1,0,0
877,1.85,0.752696585,SEDAN,2,F,A,4,0,0
878,4.26,0.739762321,STNWG,2,M,A,1,0,0
879,0.77,0.397480604,SEDAN,4,F,A,2,0,0
880,1.3,0.927360265,SEDAN,3,F,A,5,0,0
881,1.73,0.344951821,UTE,3,M,A,5,0,0
882,2.22,0.447016031,SEDAN,2,M,A,6,0,0
883,4.86,0.124524436,STNWG,1,M,A,2,0,0
884,2.03,0.724232634,SEDAN,2,F,A,3,0,0
885,3.29,0.56060895,HBACK,2,M,A,1,0,0
886,0.83,0.432822791,SEDAN,3,M,A,3,0,0
887,1.18,0.235018861,BUS,4,M,A,6,0,0
888,2.55,0.282790276,STNWG,3,M,A,3,0,0
889,1.55,0.560864757,SEDAN,1,M,A,6,0,0
890,1.6,0.278608883,UTE,4,M,A,5,0,0
891,1.84,0.363304145,HBACK,2,M,A,6,0,0
892,2.6,0.437288601,SEDAN,1,F,A,3,0,0
893,2.21,0.456638928,HBACK,2,F,A,4,0,0
894,1.28,0.675353578,HBACK,1,F,A,2,0,0
895,1.46,0.746702146,STNWG,4,M,A,2,0,0
896,0.79,0.719833996,SEDAN,4,M,A,6,0,0
897,2.01,0.329994168,SEDAN,1,F,A,4,0,0
898,1.19,0.276120414,HBACK,2,F,A,3,0,0
899,1.67,0.591907243,HBACK,2,F,A,1,0,0
900,5.12,0.628780042,STNWG,2,M,A,5,0,0
901,3.19,0.55019921,STNWG,3,M,A,4,0,0
902,2.42,0.197014633,STNWG,2,M,A,4,0,0
903,1.51,0.559656881,HBACK,1,F,A,5,0,0
904,1.77,0.68199949,HBACK,1,F,A,6,0,0
905,0.44,0.446439638,HBACK,4,F,A,5,0,0
906,2.47,0.288886196,SEDAN,2,F,A,1,0,0
907,1.22,0.439793023,STNWG,4,M,A,3,0,0
908,3.2,0.243815351,STNWG,3,F,A,3,0,0
909,1.99,0.747859961,HBACK,2,F,A,2,0,0
910,1.06,0.60684053,STNWG,4,F,A,1,0,0
911,2.03,0.249274363,SEDAN,2,M,A,4,0,0
912,1.25,0.318932981,SEDAN,4,M,A,3,0,0
913,1.05,0.241147404,HBACK,2,F,A,6,0,0
914,2.1,0.31794281,HBACK,1,F,A,2,0,0
915,1.16,0.689290142,SEDAN,3,M,A,3,0,0
916,5.79,0.92131837,STNWG,1,M,A,1,0,0
917,2.44,0.631833572,SEDAN,1,F,A,5,0,0
918,1.1,0.996768035,STNWG,3,M,A,4,0,0
919,0.37,0.725368426,HBACK,4,F,A,4,0,0
920,7.28,0.486000813,RDSTR,1,M,A,4,0,0
921,0.82,0.996726171,HBACK,4,F,A,3,0,0
922,1.77,0.606990295,HBACK,2,M,A,1,0,0
923,1.83,0.359304694,HBACK,3,F,A,2,0,0
924,2.76,0.684531469,STNWG,2,M,A,3,0,0
925,1.06,0.371643335,HBACK,3,F,A,2,0,0
926,1.69,0.442465831,HBACK,3,M,A,3,0,0
927,1.26,0.324337875,SEDAN,3,F,A,2,0,0
928,2.14,0.066495919,HBACK,2,F,A,3,0,0
929,2.37,0.693218601,STNWG,3,F,A,6,0,0
930,0.76,0.15053478,SEDAN,4,M,A,4,0,0
931,5.85,0.075204344,SEDAN,1,M,A,4,0,0
932,0.85,0.320028214,HBACK,3,F,A,4,0,0
933,12.08,0.433320696,CONVT,1,F,A,5,0,0
934,1.7,0.783793315,HBACK,1,M,A,3,0,0
935,1.9,0.404778719,STNWG,2,F,A,6,0,0
936,1.67,0.04462564,SEDAN,1,M,A,1,0,0
937,0.41,0.207178756,HBACK,4,F,A,5,0,0
938,0.91,0.189911992,SEDAN,3,M,A,1,0,0
939,0.86,0.211111572,STNWG,4,F,A,4,0,0
940,0.8,0.207838814,HBACK,3,F,A,4,0,0
941,1.77,0.186345861,HDTOP,3,F,A,3,0,0
942,2.5,0.694793046,SEDAN,2,M,A,3,0,0
943,3.05,0.444914743,STNWG,3,F,A,6,0,0
944,1.46,0.29731083,HBACK,2,F,A,1,0,0
945,0.75,0.692572879,SEDAN,4,M,A,6,0,0
946,1.27,0.931224082,SEDAN,3,F,A,2,0,0
947,4.25,0.049856932,UTE,1,M,A,2,0,0
948,1.99,0.567869578,SEDAN,2,M,A,2,0,0
949,1.4,0.359981789,STNWG,4,M,A,5,0,0
950,1.44,0.66171238,STNWG,4,F,A,4,0,0
